Cset,Phase,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
KQ4401,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4401,KQ,3,3,3,B,,A:B,G,,G,20190507J_1,,,"Same Model, Diff Sess, FMJ",040,040
KQ4407,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4407,KQ,3,3,3,A,,A:A,P,,P,20190501Q_4,,,"Same Model, Diff Sess, FMJ",040,040
KQ4507,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4507,KQ,1,1,1,A,,A:A,P,,P,20190618C_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ4846,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4846,KQ,3,3,3,B,,A:B,G,,G,20190412T_2,,,"Diff Make, FMJ",038,038
KQ1027,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1027,KQ,2,2,2,B,,A:B,G,,G,20190415Q_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ1395,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1395,KQ,2,2,2,B,,A:B,G,,G,20190416D_3,,,"Diff Model, FMJ",038,038
KQ1664,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ1664,KQ,3,3,3,A,,A:A,P,,P,20190415B_3,,,"Diff Make, JHP",038,038
KQ1864,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ1864,KQ,2,2,2,A,,A:A,P,,P,20190621A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1931,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1931,KQ,2,2,2,A,,A:A,P,,P,20190507A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ2267,Primary (Baseline),ID,Diff,ModRepro,Match,KQ2267,KQ,3,3,3,B,,A:B,G,,G,20190501C_2,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2637,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2637,KQ,1,1,1,A,,A:A,P,,P,20190508N_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2796,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ2796,KQ,3,3,3,B,,A:B,G,,G,20190618M_0,,,"Diff Make, FMJ",9ML,9ML
KQ3364,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ3364,KQ,1,1,1,C,,A:C,G,,G,20190415H_2,,,"Diff Make, FMJ",038,038
KQ3813,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3813,KQ,3,3,3,A,,A:A,P,,P,20190508J_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ4163,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4163,KQ,1,1,1,B,,A:B,G,,G,20190621W_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4216,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4216,KQ,1,1,1,A,,A:A,P,,P,20190621B_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ4442,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4442,KQ,3,3,3,B,,A:B,G,,G,20190416E_3,,,"Same Model, Diff Sess, JHP",038,038
KQ4524,Primary (Baseline),Insuff,VDiff,ModRepro,Inconclusive,KQ4524,KQ,2,2,2,C,,A:C,B,,B,20190508A_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4588,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4588,KQ,1,1,1,C,,A:C,G,,G,20190415M_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ1288,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ1288,KQ,2,2,2,B,,A:B,G,,G,20190412D_1,,,"Diff Model, FMJ",038,038
KQ2046,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ2046,KQ,2,2,3,A,,A:A,P,,P,20190416B_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ3047,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ3047,KQ,3,3,3,B,,A:B,G,,G,20190618U_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3418,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3418,KQ,3,3,3,D,,A:D,U,,U,20190621J_2,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",9ML,9ML
KQ3487,Primary (Baseline),ID,Diff,LowRepro,Match,KQ3487,KQ,2,2,2,A,,A:A,P,,P,20190507B_0,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ3649,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ3649,KQ,2,2,2,C,,A:C,B,,B,20190621M_1,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ3755,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3755,KQ,2,2,2,B,,A:B,G,,G,20190501O_1,,,"Same Model, Diff Sess, JHP",040,040
KQ4015,Primary (Baseline),Excl,Diff,LowRepro,NonMatch,KQ4015,KQ,3,3,3,C,,A:C,G,,G,20190507O_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4478,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ4478,KQ,3,3,3,A,,A:A,P,,P,20190507L_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4509,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4509,KQ,3,3,3,A,,A:A,P,,P,20190618D_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1873,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1873,KQ,3,3,3,A,,A:A,P,,P,20190618F_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ2559,Primary (Baseline),LeanID,Norm,HiRepro,Match,KQ2559,KQ,3,3,3,B,,A:B,G,,G,20190412F_3,,,"Diff Make, JHP",038,038
KQ2850,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ2850,KQ,3,3,3,A,,A:A,P,,P,20190508H_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ2915,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2915,KQ,3,3,3,B,,A:B,G,,G,20190415F_1,,,"Diff Make, JHP",038,038
KQ3241,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3241,KQ,3,3,3,A,,A:A,P,,P,20190508N_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ3281,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3281,KQ,3,3,3,A,,A:A,P,,P,20190508M_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3844,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3844,KQ,3,3,3,B,,A:B,G,,G,20190412B_1,,,"Diff Model, FMJ",038,038
KQ4458,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4458,KQ,3,3,3,C,,A:C,G,,G,20190621K_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4884,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4884,KQ,3,3,3,B,,A:B,G,,G,20190501M_1,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4911,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4911,KQ,3,3,3,B,,A:B,G,,G,20190508D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1108,Primary (Baseline),ID,VDiff,LowRepro,Match,KQ1108,KQ,1,1,1,A,,A:A,P,,P,20190507H_0,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ1222,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ1222,KQ,1,1,1,B,,A:B,G,,G,20190621D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1706,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ1706,KQ,1,1,1,C,,A:C,G,,G,20190412J_2,,,"Diff Model, FMJ",038,038
KQ1759,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ1759,KQ,3,3,3,C,,A:C,B,,B,20190507P_1,0.0,18.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ2117,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ2117,KQ,3,3,3,A,,A:A,P,,P,20190501E_2,,,"Diff Model, JHP",038,038
KQ2316,Primary (Baseline),ID,Diff,LowRepro,Match,KQ2316,KQ,2,2,2,A,,A:A,P,,P,20190508M_2,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2385,Primary (Baseline),Excl,Norm,LowRepro,NonMatch,KQ2385,KQ,2,2,2,B,,A:B,G,,G,20190621U_2,,,"Diff Make, JHP",9ML,9ML
KQ2574,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ2574,KQ,1,1,1,D,,A:D,U,,U,20190508E_2,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ3038,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ3038,KQ,3,3,4,A,,A:A,P,,P,20190313A_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3293,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3293,KQ,1,1,1,C,,A:C,G,,G,20190416B_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ3325,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ3325,KQ,3,3,3,B,,A:B,G,,G,20190501L_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3326,Primary (Baseline),LeanID,VDiff,LowRepro,Match,KQ3326,KQ,2,2,2,A,,A:A,P,,P,20190507O_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3600,Primary (Baseline),LeanExcl,VDiff,ModRepro,NonMatch,KQ3600,KQ,3,3,3,B,,A:B,G,,G,20190507A_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ3666,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ3666,KQ,1,1,1,A,,A:A,P,,P,20190416I_3,,,"Same Model, Diff Sess, JHP",038,038
KQ3723,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ3723,KQ,1,1,1,B,,A:B,G,,G,20190618C_0,,,"Diff Make, JHP",9ML,9ML
KQ4024,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4024,KQ,3,3,3,B,,A:B,G,,G,20190618H_0,40.0,58.0,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4090,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4090,KQ,2,2,2,B,,A:B,G,,G,20190621V_3,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4155,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4155,KQ,3,3,3,A,,A:A,P,,P,20190507H_2,,,"Same Model, Diff Sess, JHP",040,040
KQ4362,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4362,KQ,3,3,3,D,,A:D,U,,U,20190313B_2,40.0,58.0,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4474,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4474,KQ,3,3,3,A,,A:A,P,,P,20190621Q_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4533,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ4533,KQ,2,2,2,B,,A:B,G,,G,20190621J_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4708,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4708,KQ,3,3,3,B,,A:B,G,,G,20190621B_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4757,Primary (Baseline),LeanID,VDiff,LowRepro,Match,KQ4757,KQ,1,1,1,B,,A:B,G,,G,20190507J_3,20.0,38.0,"Same Model, Same Sess, FMJ",040,040
KQ4839,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ4839,KQ,1,1,1,A,,A:A,P,,P,20190621O_2,,,"Diff Make, JHP",9ML,9ML
KQ4869,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ4869,KQ,1,1,1,A,,A:A,P,,P,20190508K_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1092,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1092,KQ,2,2,2,B,,A:B,G,,G,20190618F_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1205,Primary (Baseline),LeanID,VDiff,LowRepro,Match,KQ1205,KQ,2,2,2,A,,A:A,P,,P,20190415L_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ1292,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1292,KQ,3,3,3,A,,A:A,P,,P,20190618O_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1401,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ1401,KQ,2,2,2,D,,A:D,U,,U,20190404A_1,,,"Diff Make, FMJ, Poor quality",9ML,9ML
KQ1409,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1409,KQ,2,2,2,A,,A:A,P,,P,20190416H_1,,,"Diff Make, FMJ",038,038
KQ1560,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1560,KQ,3,3,3,B,,A:B,G,,G,20190501A_1,,,"Diff Make, FMJ",038,038
KQ1622,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ1622,KQ,1,1,1,A,,A:A,P,,P,20190621V_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1774,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1774,KQ,3,3,3,B,,A:B,P,,P,20190508R_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1801,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ1801,KQ,1,1,1,C,,A:C,G,,G,20190415Q_2,,,"Diff Model, FMJ",038,038
KQ1865,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1865,KQ,3,3,3,A,,A:A,P,,P,20190508K_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1876,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ1876,KQ,3,3,3,A,,A:A,P,,P,20190412K_1,,,"Diff Model, JHP",038,038
KQ2117,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ2117,KQ,3,3,3,A,,A:A,P,,P,20190501E_2,,,"Diff Model, JHP",038,038
KQ2172,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2172,KQ,3,3,3,B,,A:B,G,,G,20190508B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2174,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ2174,KQ,2,2,2,A,,A:A,P,,P,20190501F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2310,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ2310,KQ,3,3,3,A,,A:A,P,,P,20190621U_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2381,Primary (Baseline),ID,Easy,HiRepro,Match,KQ2381,KQ,3,3,3,C,,A:C,G,,G,20190618A_4,30.0,48.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ2445,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2445,KQ,1,1,1,C,,A:C,B,,B,20190412Q_0,,,"Diff Model, FMJ, Poor quality",038,038
KQ2650,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ2650,KQ,3,4,4,B,,A:B,P,,P,20190508L_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2650,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2650,KQ,3,4,4,B,,A:B,P,,P,20190508L_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2656,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2656,KQ,3,3,3,B,,A:B,G,,G,20190501D_0,,,"Diff Make, FMJ",038,038
KQ2705,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ2705,KQ,3,4,4,B,,A:B,G,,G,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2705,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2705,KQ,3,4,4,B,,A:B,G,,G,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2730,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2730,KQ,3,3,3,B,,A:B,G,,G,20190415F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ3018,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3018,KQ,1,1,1,C,,A:C,G,,G,20190501Q_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ3047,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3047,KQ,3,3,3,B,,A:B,G,,G,20190618U_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3079,Primary (2nd assignments),Excl,VEasy,LowRepro,NonMatch,KQ3079,KQ,3,4,4,A,,A:A,P,,P,20190501P_1,,,"Diff Make, FMJ",040,040
KQ3079,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ3079,KQ,3,4,4,A,,A:A,P,,P,20190501P_1,,,"Diff Make, FMJ",040,040
KQ3325,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ3325,KQ,3,3,3,B,,A:B,G,,G,20190501L_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3418,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3418,KQ,3,3,3,D,,A:D,U,,U,20190621J_2,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",9ML,9ML
KQ3460,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3460,KQ,2,2,2,B,,A:B,G,,G,20190415G_1,,,"Diff Make, FMJ",038,038
KQ3543,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3543,KQ,2,2,2,A,,A:A,P,,P,20190508N_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3721,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3721,KQ,1,1,1,A,,A:A,P,,P,20190621K_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3942,Primary (2nd assignments),Insuff,VDiff,LowRepro,Inconclusive,KQ3942,KQ,3,4,4,B,,A:B,G,,G,20190416F_4,30.0,48.0,"Same Model, Same Sess, JHP",038,038
KQ3942,Primary (Baseline),ID,Norm,HiRepro,Match,KQ3942,KQ,3,4,4,B,,A:B,G,,G,20190416F_4,30.0,48.0,"Same Model, Same Sess, JHP",038,038
KQ4015,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4015,KQ,3,3,3,C,,A:C,G,,G,20190507O_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4024,Primary (Baseline),ID,Easy,ModRepro,Match,KQ4024,KQ,3,3,3,B,,A:B,G,,G,20190618H_0,40.0,58.0,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4110,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4110,KQ,3,3,3,B,,A:B,G,,G,20190507O_1,,,"Diff Model, JHP",9ML,9ML
KQ4184,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4184,KQ,3,3,3,A,,A:A,P,,P,20190412L_1,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
KQ4264,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4264,KQ,3,3,3,B,,A:B,G,,G,20190507K_1,,,"Same Model, Diff Sess, JHP",040,040
KQ4362,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4362,KQ,3,3,3,D,,A:D,U,,U,20190313B_2,40.0,58.0,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4474,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4474,KQ,3,3,3,A,,A:A,P,,P,20190621Q_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4478,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4478,KQ,3,3,3,A,,A:A,P,,P,20190507L_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4483,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4483,KQ,3,3,3,B,,A:B,G,,G,20190416C_1,,,"Diff Model, JHP",038,038
KQ4502,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4502,KQ,3,3,3,B,,A:B,G,,G,20190508H_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4509,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4509,KQ,3,3,3,A,,A:A,P,,P,20190618D_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4603,Primary (2nd assignments),Excl,Diff,HiRepro,NonMatch,KQ4603,KQ,3,4,4,B,,A:B,G,,G,20190320C_1,,,"Diff Make, JHP",9ML,9ML
KQ4603,Primary (Baseline),Excl,VDiff,HiRepro,NonMatch,KQ4603,KQ,3,4,4,B,,A:B,G,,G,20190320C_1,,,"Diff Make, JHP",9ML,9ML
KQ4739,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ4739,KQ,2,2,2,B,,A:B,G,,G,20190412L_3,,,"Diff Model, JHP",038,038
KQ4802,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4802,KQ,2,2,2,C,,A:C,G,,G,20190508A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4903,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4903,KQ,2,2,2,C,,A:C,G,,G,20190507M_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1050,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1050,KQ,3,3,3,B,,A:B,G,,G,20190621E_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1297,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1297,KQ,3,4,4,B,,A:B,G,,G,20190222C_2,0.0,18.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ1316,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ1316,KQ,3,3,3,B,,A:B,G,,G,20190416C_3,,,"Same Model, Diff Sess, JHP",038,038
KQ1355,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1355,KQ,3,3,3,B,,A:B,G,,G,20190507M_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1515,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1515,KQ,3,3,3,A,,A:A,P,,P,20190508K_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1796,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ1796,KQ,3,3,3,B,,A:B,G,,G,20190508I_1,,,"Diff Model, JHP",9ML,9ML
KQ1880,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1880,KQ,3,3,3,B,,A:B,G,,G,20190618L_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ1930,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1930,KQ,3,3,3,B,,A:B,G,,G,20190508A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2084,Primary (Baseline),ID,Easy,ModRepro,Match,KQ2084,KQ,3,3,3,A,,A:A,P,,P,20190416E_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2111,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2111,KQ,3,4,4,A,,A:A,P,,P,20190508J_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2187,Supplemental,Insuff,Diff,ModRepro,Inconclusive,KQ2187,KQ,2,2,4,A,,A:A,P,,P,20190416F_4,,,"Same Model, Diff Sess, JHP",038,038
KQ2243,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2243,KQ,3,3,3,A,,A:A,P,,P,20190508N_0,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2299,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2299,KQ,3,3,3,A,,A:A,P,,P,20190412Q_1,,,"Diff Model, FMJ",038,038
KQ2307,Primary (Baseline),LeanID,Norm,HiRepro,Match,KQ2307,KQ,3,3,3,D,,A:D,U,,U,20190313B_1,40.0,58.0,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ2329,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ2329,KQ,3,3,3,B,,A:B,G,,G,20190412L_4,,,"Diff Make, JHP",038,038
KQ2498,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ2498,KQ,3,3,3,A,,A:A,P,,P,20190507G_1,,,"Diff Make, FMJ",040,040
KQ2564,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2564,KQ,3,3,3,A,,A:A,P,,P,20190222A_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2967,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ2967,KQ,3,3,3,B,,A:B,G,,G,20190618O_0,,,"Diff Make, JHP",9ML,9ML
KQ3053,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3053,KQ,1,1,1,A,,A:A,P,,P,20190415E_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ3147,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3147,KQ,3,3,3,B,,A:B,G,,G,20190412C_1,,,"Diff Model, JHP",038,038
KQ3430,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3430,KQ,3,3,3,B,,A:B,G,,G,20190415C_2,,,"Same Model, Diff Sess, JHP",038,038
KQ3497,Supplemental,Insuff,Diff,ModRepro,Inconclusive,KQ3497,KQ,1,1,3,B,,A:B,G,,G,20190415O_2,,,"Same Model, Diff Sess, JHP",038,038
KQ3652,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3652,KQ,3,4,4,A,,A:A,P,,P,20190404B_0,40.0,58.0,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3699,Supplemental,Insuff,Diff,HiRepro,Inconclusive,KQ3699,KQ,1,1,3,B,,A:B,G,,G,20190415I_4,30.0,48.0,"Same Model, Same Sess, JHP",038,038
KQ3741,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3741,KQ,1,1,1,B,,A:B,G,,G,20190618L_3,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3937,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3937,KQ,3,3,3,B,,A:B,G,,G,20190501F_0,40.0,58.0,"Same Model, Diff Sess, JHP",038,038
KQ4068,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4068,KQ,3,3,3,C,,A:C,U,,U,20190320A_0,,,"Diff Make, FMJ, Poor quality",9ML,9ML
